ZINC06019347; 0.429; COc1ccccc1c1cc2ccccc2c(=O)o1
ZINC01994036; 0.428; COc1ccc(cc1)c1oc2ccccc2c(=O)c1O[C@@H](C(=O)C)C
ZINC01994033; 0.428; COc1ccc(cc1)c1oc2ccccc2c(=O)c1OCC(=O)C
ZINC01994034; 0.428; COc1ccc(cc1)c1oc2ccccc2c(=O)c1OC(C(=O)C)C
ZINC01978795; 0.427; NC(=O)COc1c(oc2c(c1=O)cccc2)c1ccccc1Cl
ZINC06583548; 0.427; Clc1cccc(c1)c1cc(=O)c2c(o1)cccc2
ZINC00058076; 0.427; Clc1ccc(cc1)c1cc(=O)c2c(o1)ccc(c2)C
ZINC00057672; 0.427; COc1cc(ccc1OC)c1cc(=O)c2c(o1)cccc2
ZINC00173746; 0.427; Brc1ccc(cc1)c1cc(=O)c2c(o1)cccc2
ZINC18107208; 0.425; CCCCOc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1
ZINC00057784; 0.424; Brc1ccc(cc1)c1cc(=O)c2c(o1)ccc(c2)C
ZINC72194127; 0.423; CCc1ccc2c(c1)c(=O)c(c(o2)c1ccc(c(c1)O)O)O
ZINC36143222; 0.422; Nc1cc(ccc1C)c1cc(=O)c2c(o1)c1ccccc1cc2
ZINC36143224; 0.419; Clc1ccc(cc1N)c1cc(=O)c2c(o1)cccc2
ZINC00038941; 0.419; COc1cc(ccc1O)c1cc(=O)c2c(o1)cccc2
ZINC00038939; 0.418; COc1ccccc1c1cc(=O)c2c(o1)ccc(c2)O
ZINC39119531; 0.417; Nc1ccc(c2c1oc(cc2=O)c1ccccc1)O
ZINC00266006; 0.417; COc1ccc2c(c1)c(=O)cc(o2)c1ccc(cc1)C
ZINC00057687; 0.417; COc1ccc(cc1)c1cc(=O)c2c(o1)ccc(c2)O
ZINC00266003; 0.416; Fc1cccc(c1)c1cc(=O)c2c(o1)cc(cc2)C
ZINC00161728; 0.416; Clc1ccc(cc1)c1oc2ccccc2c(=O)c1N
ZINC00058089; 0.415; Clc1ccccc1c1cc(=O)c2c(o1)cccc2
ZINC34236348; 0.415; Cc1ccc(cc1)c1oc2ccccc2c(=O)c1C
ZINC06095504; 0.414; Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1O
ZINC00053300; 0.414; Oc1c(oc2c(c1=O)cccc2)c1ccc2c(c1)OCO2
ZINC00057658; 0.413; Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2)O
ZINC13491192; 0.413; Cc1ccc2c(c1)c(=O)cc(o2)c1cccc(c1)O
ZINC00057689; 0.413; COc1ccc(cc1)c1cc(=O)c2c(o1)cccc2
ZINC00038942; 0.413; COc1ccc(cc1)c1cc(=O)c2c(o1)ccc1c2cccc1
ZINC00057692; 0.413; COc1ccc(cc1)c1cc(=O)c2c(o1)c1ccccc1cc2
